uid,source_index,source_node,target_node,method,runtime_s,reachable_nodes,front_1pct_nodes,front_1pct_overlap_with_bfs,front_1pct_artery_fraction,front_1pct_overlap_with_radius
src1_bfs,1,2799871,5570027,bfs,1.396307,7453213,74532,1.0,0.012921,0.426689
src1_length,1,2799871,5570027,length,4.74296,7453213,74532,0.87341,0.019736,0.404189
src1_resistance,1,2799871,5570027,resistance,5.696105,7453213,74532,0.437866,0.038373,0.616447
src1_radius,1,2799871,5570027,radius,5.951963,7453213,74532,0.426689,0.048261,1.0
src2_bfs,2,698171,5570027,bfs,1.36749,7453213,74532,1.0,0.074585,0.202423
src2_length,2,698171,5570027,length,4.529837,7453213,74532,0.847207,0.066669,0.195741
src2_resistance,2,698171,5570027,resistance,5.616882,7453213,74532,0.157664,0.628643,0.807277
src2_radius,2,698171,5570027,radius,5.797955,7453213,74532,0.202423,0.538883,1.0
src3_bfs,3,7260144,5570027,bfs,1.397204,7453213,74532,1.0,0.024593,0.402257
src3_length,3,7260144,5570027,length,4.181358,7453213,74532,0.805708,0.031946,0.407999
src3_resistance,3,7260144,5570027,resistance,5.751251,7453213,74532,0.373155,0.373155,0.723676
src3_radius,3,7260144,5570027,radius,5.834047,7453213,74532,0.402257,0.300435,1.0
src4_bfs,4,2924540,5570027,bfs,1.422924,7453213,74532,1.0,0.007299,0.458997
src4_length,4,2924540,5570027,length,5.079783,7453213,74532,0.756132,0.009204,0.427803
src4_resistance,4,2924540,5570027,resistance,5.688129,7453213,74532,0.371277,0.101996,0.64634
src4_radius,4,2924540,5570027,radius,5.734906,7453213,74532,0.458997,0.043941,1.0
src5_bfs,5,3481047,5570027,bfs,1.365385,7453213,74532,1.0,0.045873,0.590646
src5_length,5,3481047,5570027,length,4.308047,7453213,74532,0.892543,0.052367,0.572466
src5_resistance,5,3481047,5570027,resistance,5.586105,7453213,74532,0.474011,0.469208,0.79535
src5_radius,5,3481047,5570027,radius,5.91393,7453213,74532,0.590646,0.356008,1.0
