uid,source_index,source_node,target_node,method,runtime_s,reachable_nodes,front_1pct_nodes,front_1pct_overlap_with_bfs,front_1pct_artery_fraction,front_1pct_overlap_with_radius
src1_bfs,1,493206,552078,bfs,0.161902,813874,8138,1.0,0.308184,0.290489
src1_length,1,493206,552078,length,0.565511,813874,8138,0.58405,0.36262,0.3319
src1_resistance,1,493206,552078,resistance,0.699281,813874,8138,0.296387,0.691939,0.672524
src1_radius,1,493206,552078,radius,0.673697,813874,8138,0.290489,0.601253,1.0
src2_bfs,2,471421,552078,bfs,0.149536,813874,8138,1.0,0.090194,0.731507
src2_length,2,471421,552078,length,0.559261,813874,8138,0.777955,0.053699,0.711231
src2_resistance,2,471421,552078,resistance,0.609356,813874,8138,0.71418,0.103219,0.853404
src2_radius,2,471421,552078,radius,0.6677,813874,8138,0.731507,0.11391,1.0
src3_bfs,3,221172,552078,bfs,0.147719,813874,8138,1.0,0.022118,0.689973
src3_length,3,221172,552078,length,0.549144,813874,8138,0.767633,0.020521,0.573974
src3_resistance,3,221172,552078,resistance,0.677081,813874,8138,0.657778,0.050627,0.77304
src3_radius,3,221172,552078,radius,0.674985,813874,8138,0.689973,0.04694,1.0
src4_bfs,4,118285,552078,bfs,0.145132,813874,8138,1.0,0.01708,0.288892
src4_length,4,118285,552078,length,0.56404,813874,8138,0.771934,0.010199,0.256943
src4_resistance,4,118285,552078,resistance,0.677259,813874,8138,0.259277,0.274392,0.751536
src4_radius,4,118285,552078,radius,0.664986,813874,8138,0.288892,0.248464,1.0
src5_bfs,5,25896,552078,bfs,0.14545,813874,8138,1.0,0.185426,0.105554
src5_length,5,25896,552078,length,0.489063,813874,8138,0.892234,0.190342,0.121897
src5_resistance,5,25896,552078,resistance,0.590543,813874,8138,0.121529,0.663062,0.812485
src5_radius,5,25896,552078,radius,0.626325,813874,8138,0.105554,0.605186,1.0
