uid,source_index,source_node,target_node,method,runtime_s,reachable_nodes,front_1pct_nodes,front_1pct_overlap_with_bfs,front_1pct_artery_fraction,front_1pct_overlap_with_radius
src1_bfs,1,6159346,5570027,bfs,1.307028,7453213,74532,1.0,0.186846,0.275492
src1_length,1,6159346,5570027,length,4.367782,7453213,74532,0.75106,0.232276,0.309773
src1_resistance,1,6159346,5570027,resistance,5.632901,7453213,74532,0.268489,0.657597,0.821057
src1_radius,1,6159346,5570027,radius,5.755141,7453213,74532,0.275492,0.59608,1.0
src2_bfs,2,2591921,5570027,bfs,1.430245,7453213,74532,1.0,0.051119,0.259258
src2_length,2,2591921,5570027,length,5.11069,7453213,74532,0.883459,0.054433,0.235349
src2_resistance,2,2591921,5570027,resistance,6.128322,7453213,74532,0.272165,0.053615,0.732934
src2_radius,2,2591921,5570027,radius,5.771343,7453213,74532,0.259258,0.056982,1.0
src3_bfs,3,5065107,5570027,bfs,1.286358,7453213,74532,1.0,0.017187,0.244995
src3_length,3,5065107,5570027,length,4.705297,7453213,74532,0.700008,0.022192,0.199901
src3_resistance,3,5065107,5570027,resistance,5.793398,7453213,74532,0.274312,0.064174,0.7756
src3_radius,3,5065107,5570027,radius,5.816813,7453213,74532,0.244995,0.063664,1.0
src4_bfs,4,388194,5570027,bfs,1.359598,7453213,74532,1.0,0.115897,0.697928
src4_length,4,388194,5570027,length,4.59036,7453213,74532,0.802863,0.122337,0.646326
src4_resistance,4,388194,5570027,resistance,5.51399,7453213,74532,0.675374,0.170048,0.733229
src4_radius,4,388194,5570027,radius,5.807071,7453213,74532,0.697928,0.166412,1.0
src5_bfs,5,2548620,5570027,bfs,1.387612,7453213,74532,1.0,0.018314,0.055573
src5_length,5,2548620,5570027,length,4.458301,7453213,74532,0.74725,0.018207,0.052783
src5_resistance,5,2548620,5570027,resistance,5.594136,7453213,74532,0.060256,0.635928,0.794437
src5_radius,5,2548620,5570027,radius,5.544236,7453213,74532,0.055573,0.547309,1.0
