nodes,edges,largest_component_nodes,lcc_artery_fraction,node_radius_min,node_radius_mean,node_radius_max,edge_length_min,edge_length_mean,edge_length_max,edge_radius_min,edge_radius_mean,edge_radius_max,artery_nodes,vein_nodes,capillary_nodes
822658,1168039,813874,0.037979,1.0,3.669879,50.6952,0.0,42.872634,1065.785626,1.0,3.859536,50.177,30987,3582,788089
