uid,source_index,source_node,target_node,method,path_hops,path_length_um,path_mean_radius_um
src1_bfs,1,529262,5570027,bfs,480,6206.699,5.0852
src1_length,1,529262,5570027,length,649,5564.3776,5.6359
src1_resistance,1,529262,5570027,resistance,1831,9380.2789,12.3675
src1_radius,1,529262,5570027,radius,1465,9098.3022,13.6027
src2_bfs,2,4420401,5570027,bfs,447,4265.511,9.5959
src2_length,2,4420401,5570027,length,494,4038.5487,8.999
src2_resistance,2,4420401,5570027,resistance,774,4678.6963,14.3979
src2_radius,2,4420401,5570027,radius,671,4549.3194,15.4472
src3_bfs,3,6088145,5570027,bfs,611,6257.0621,5.1703
src3_length,3,6088145,5570027,length,707,5927.4124,5.1839
src3_resistance,3,6088145,5570027,resistance,3052,19091.1096,11.7382
src3_radius,3,6088145,5570027,radius,1624,10137.4443,12.6287
src4_bfs,4,352715,5570027,bfs,785,8875.7874,5.0326
src4_length,4,352715,5570027,length,1003,8005.4128,5.7635
src4_resistance,4,352715,5570027,resistance,2608,14346.886,10.3652
src4_radius,4,352715,5570027,radius,1861,14570.0872,11.6476
src5_bfs,5,6604955,5570027,bfs,622,8014.7751,4.6974
src5_length,5,6604955,5570027,length,701,7146.9979,10.4814
src5_resistance,5,6604955,5570027,resistance,1710,9832.0907,11.2192
src5_radius,5,6604955,5570027,radius,997,9018.746,13.6839
