uid,source_index,source_node,target_node,method,runtime_s,reachable_nodes,front_1pct_nodes,front_1pct_overlap_with_bfs,front_1pct_artery_fraction,front_1pct_overlap_with_radius
src1_bfs,1,612043,552078,bfs,0.157738,813874,8138,1.0,0.001966,0.487835
src1_length,1,612043,552078,length,0.539631,813874,8138,0.817768,0.001475,0.472721
src1_resistance,1,612043,552078,resistance,0.652728,813874,8138,0.562055,0.00983,0.704964
src1_radius,1,612043,552078,radius,0.674918,813874,8138,0.487835,0.011919,1.0
src2_bfs,2,331216,552078,bfs,0.148025,813874,8138,1.0,0.08872,0.737282
src2_length,2,331216,552078,length,0.500601,813874,8138,0.824281,0.093758,0.705333
src2_resistance,2,331216,552078,resistance,0.603406,813874,8138,0.706193,0.099164,0.759646
src2_radius,2,331216,552078,radius,0.633055,813874,8138,0.737282,0.113787,1.0
src3_bfs,3,480816,552078,bfs,0.125033,813874,8138,1.0,0.19157,0.253256
src3_length,3,480816,552078,length,0.534396,813874,8138,0.656427,0.212091,0.275866
src3_resistance,3,480816,552078,resistance,0.667188,813874,8138,0.252273,0.65188,0.830179
src3_radius,3,480816,552078,radius,0.659364,813874,8138,0.253256,0.604325,1.0
src4_bfs,4,49337,552078,bfs,0.160107,813874,8138,1.0,0.326739,0.242566
src4_length,4,49337,552078,length,0.515567,813874,8138,0.835463,0.349472,0.235439
src4_resistance,4,49337,552078,resistance,0.630486,813874,8138,0.224011,0.662079,0.814819
src4_radius,4,49337,552078,radius,0.649518,813874,8138,0.242566,0.610715,1.0
src5_bfs,5,325107,552078,bfs,0.144843,813874,8138,1.0,0.2116,0.288277
src5_length,5,325107,552078,length,0.46631,813874,8138,0.850823,0.222782,0.278447
src5_resistance,5,325107,552078,resistance,0.57047,813874,8138,0.307324,0.633079,0.811747
src5_radius,5,325107,552078,radius,0.657309,813874,8138,0.288277,0.596953,1.0
