uid,source_index,source_node,target_node,method,runtime_s,reachable_nodes,front_1pct_nodes,front_1pct_overlap_with_bfs,front_1pct_artery_fraction,front_1pct_overlap_with_radius
src1_bfs,1,594145,552078,bfs,0.17728,813874,8138,1.0,0.104325,0.176948
src1_length,1,594145,552078,length,0.507489,813874,8138,0.810887,0.140821,0.21713
src1_resistance,1,594145,552078,resistance,0.706487,813874,8138,0.167855,0.695625,0.818014
src1_radius,1,594145,552078,radius,0.655899,813874,8138,0.176948,0.62288,1.0
src2_bfs,2,588984,552078,bfs,0.15837,813874,8138,1.0,0.094249,0.196486
src2_length,2,588984,552078,length,0.533952,813874,8138,0.651389,0.159867,0.232244
src2_resistance,2,588984,552078,resistance,0.689341,813874,8138,0.160727,0.715409,0.700172
src2_radius,2,588984,552078,radius,0.647119,813874,8138,0.196486,0.616491,1.0
src3_bfs,3,31240,552078,bfs,0.146864,813874,8138,1.0,0.129639,0.180511
src3_length,3,31240,552078,length,0.491949,813874,8138,0.653478,0.2551,0.238019
src3_resistance,3,31240,552078,resistance,0.664442,813874,8138,0.155812,0.648071,0.818137
src3_radius,3,31240,552078,radius,0.687773,813874,8138,0.180511,0.596338,1.0
src4_bfs,4,413169,552078,bfs,0.163043,813874,8138,1.0,0.021013,0.38523
src4_length,4,413169,552078,length,0.514229,813874,8138,0.831777,0.016835,0.346154
src4_resistance,4,413169,552078,resistance,0.623213,813874,8138,0.487098,0.027894,0.580487
src4_radius,4,413169,552078,radius,0.646731,813874,8138,0.38523,0.081838,1.0
src5_bfs,5,502296,552078,bfs,0.155528,813874,8138,1.0,0.076432,0.185181
src5_length,5,502296,552078,length,0.513179,813874,8138,0.639469,0.131728,0.192062
src5_resistance,5,502296,552078,resistance,0.623001,813874,8138,0.152003,0.705456,0.707913
src5_radius,5,502296,552078,radius,0.684214,813874,8138,0.185181,0.574097,1.0
