uid,source_index,source_node,target_node,method,runtime_s,reachable_nodes,front_1pct_nodes,front_1pct_overlap_with_bfs,front_1pct_artery_fraction,front_1pct_overlap_with_radius
src1_bfs,1,537108,552078,bfs,0.150208,813874,8138,1.0,0.069427,0.317277
src1_length,1,537108,552078,length,0.543376,813874,8138,0.781765,0.076309,0.340501
src1_resistance,1,537108,552078,resistance,0.701836,813874,8138,0.267265,0.273409,0.533915
src1_radius,1,537108,552078,radius,0.709803,813874,8138,0.317277,0.178054,1.0
src2_bfs,2,366694,552078,bfs,0.170191,813874,8138,1.0,0.050381,0.311624
src2_length,2,366694,552078,length,0.541258,813874,8138,0.844802,0.020398,0.260138
src2_resistance,2,366694,552078,resistance,0.666994,813874,8138,0.452322,0.493119,0.807324
src2_radius,2,366694,552078,radius,0.662596,813874,8138,0.311624,0.555911,1.0
src3_bfs,3,37195,552078,bfs,0.140695,813874,8138,1.0,0.078029,0.565127
src3_length,3,37195,552078,length,0.513522,813874,8138,0.829073,0.06144,0.47739
src3_resistance,3,37195,552078,resistance,0.595673,813874,8138,0.609241,0.089703,0.783608
src3_radius,3,37195,552078,radius,0.696686,813874,8138,0.565127,0.078152,1.0
src4_bfs,4,692268,552078,bfs,0.157379,813874,8138,1.0,0.016097,0.307447
src4_length,4,692268,552078,length,0.56832,813874,8138,0.772303,0.010445,0.276604
src4_resistance,4,692268,552078,resistance,0.658431,813874,8138,0.291841,0.185918,0.592406
src4_radius,4,692268,552078,radius,0.691476,813874,8138,0.307447,0.242197,1.0
src5_bfs,5,144251,552078,bfs,0.174297,813874,8138,1.0,0.019415,0.732244
src5_length,5,144251,552078,length,0.586477,813874,8138,0.808061,0.019046,0.657164
src5_resistance,5,144251,552078,resistance,0.658558,813874,8138,0.680388,0.02347,0.780536
src5_radius,5,144251,552078,radius,0.620492,813874,8138,0.732244,0.028877,1.0
