uid,source_index,source_node,target_node,method,runtime_s,reachable_nodes,front_1pct_nodes,front_1pct_overlap_with_bfs,front_1pct_artery_fraction,front_1pct_overlap_with_radius
src1_bfs,1,779609,552078,bfs,0.143538,813874,8138,1.0,0.023839,0.168715
src1_length,1,779609,552078,length,0.534708,813874,8138,0.792332,0.02175,0.16171
src1_resistance,1,779609,552078,resistance,0.663363,813874,8138,0.174367,0.279553,0.756328
src1_radius,1,779609,552078,radius,0.747904,813874,8138,0.168715,0.266773,1.0
src2_bfs,2,87474,552078,bfs,0.156581,813874,8138,1.0,0.017326,0.450233
src2_length,2,87474,552078,length,0.571584,813874,8138,0.799705,0.014746,0.347137
src2_resistance,2,87474,552078,resistance,0.707607,813874,8138,0.549521,0.028754,0.762718
src2_radius,2,87474,552078,radius,0.682532,813874,8138,0.450233,0.034406,1.0
src3_bfs,3,319805,552078,bfs,0.157372,813874,8138,1.0,0.035267,0.454534
src3_length,3,319805,552078,length,0.497277,813874,8138,0.914844,0.031212,0.427746
src3_resistance,3,319805,552078,resistance,0.632384,813874,8138,0.343696,0.521627,0.752028
src3_radius,3,319805,552078,radius,0.629047,813874,8138,0.454534,0.385476,1.0
src4_bfs,4,2854,552078,bfs,0.16571,813874,8138,1.0,0.017941,0.600516
src4_length,4,2854,552078,length,0.53323,813874,8138,0.905628,0.018063,0.59683
src4_resistance,4,2854,552078,resistance,0.649338,813874,8138,0.601253,0.030597,0.752519
src4_radius,4,2854,552078,radius,0.711104,813874,8138,0.600516,0.033301,1.0
src5_bfs,5,727967,552078,bfs,0.164183,813874,8138,1.0,0.018432,0.366798
src5_length,5,727967,552078,length,0.599246,813874,8138,0.765299,0.006021,0.354141
src5_resistance,5,727967,552078,resistance,0.698531,813874,8138,0.307201,0.007004,0.753502
src5_radius,5,727967,552078,radius,0.726801,813874,8138,0.366798,0.022856,1.0
