uid,source_index,source_node,target_node,method,path_hops,path_length_um,path_mean_radius_um
src1_bfs,1,5033299,5570027,bfs,96,1536.9878,7.0923
src1_length,1,5033299,5570027,length,131,1150.7782,6.6304
src1_resistance,1,5033299,5570027,resistance,789,4464.6078,13.6572
src1_radius,1,5033299,5570027,radius,785,4439.6456,13.7181
src2_bfs,2,643927,5570027,bfs,1064,13535.2184,5.6407
src2_length,2,643927,5570027,length,1643,11434.3812,7.1842
src2_resistance,2,643927,5570027,resistance,2994,18880.9528,9.8937
src2_radius,2,643927,5570027,radius,1770,14715.8783,8.8526
src3_bfs,3,3842718,5570027,bfs,975,11990.584,4.9732
src3_length,3,3842718,5570027,length,1236,10698.3344,10.023
src3_resistance,3,3842718,5570027,resistance,2800,16037.6593,10.3171
src3_radius,3,3842718,5570027,radius,1979,14821.285,11.4795
src4_bfs,4,379424,5570027,bfs,728,8951.4821,5.2501
src4_length,4,379424,5570027,length,857,8334.0964,4.9727
src4_resistance,4,379424,5570027,resistance,2957,16973.5168,11.1764
src4_radius,4,379424,5570027,radius,1736,13124.6625,11.1103
src5_bfs,5,41470,5570027,bfs,709,8747.5258,5.3568
src5_length,5,41470,5570027,length,899,8067.6588,5.2726
src5_resistance,5,41470,5570027,resistance,1555,13116.7221,8.5833
src5_radius,5,41470,5570027,radius,1704,16223.7716,10.7344
